0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.24000001,-0.6,-0.2,-0.5,-0.74000007,-0.6,-0.5,-0.70000005,-0.4,-0.70000005,-0.4,-0.4,-0.3,-0.5,-0.44,-0.6,-0.3,-0.74000007,-0.2,-0.70000005
-0.32,-0.5,-0.3,-0.70000005,-0.62,-0.70000005,-0.5,-0.8000001,-0.4,-0.5,-0.3,-0.4,-0.2,-0.4,-0.42,-0.4,-0.3,-0.7200001,-0.3,-0.70000005
-0.45999998,-0.5,-0.5,-0.5,-0.35999998,-0.7500001,-0.5,-0.5,-0.4,-0.47000003,-0.4,-0.4,-0.4,-0.4,-0.45999998,-0.6,-0.4,-0.7500001,-0.4,-0.5500001
-0.35999998,-0.5,-0.5,-0.5,-0.56,-0.4999999,-0.4,-0.5,-0.4,-0.5600001,-0.4,-0.6,-0.3,-0.4,-0.45999998,-0.4,-0.5,-0.39999992,-0.2,-0.19999993
-0.59000003,-0.49999997,0.09999999,-0.95000005,0.03999997,-0.80000013,-0.7300001,-0.49999994,-0.13000001,-0.6,-0.90000004,-0.71000004,-0.35,0.09999999,-0.48999998,-0.37999997,-0.45,-0.70000017,0.29999998,-0.40000004
-0.42,-0.5,-0.3,-0.3,-0.62,-0.70000005,-0.5,-0.6,-0.4,-0.4,-0.5,-0.70000005,-0.4,-0.4,-0.42,-0.4,-0.5,-0.9000001,-0.4,-0.5
-0.42,-0.6,-0.2,-0.5,-0.32,-0.6,-0.3,-0.70000005,-0.4,-0.48000005,-0.5,-0.5,-0.3,-0.4,-0.42,-0.5,-0.2,-0.8,-0.2,-0.59999996
-0.62,-0.70000005,-0.5,-0.70000005,-0.22,-0.6,-0.6,-0.4,-0.5,-0.6,-0.70000005,-0.70000005,-0.4,-0.5,-0.22,-0.5,-0.5,-0.6,-0.2,-0.5
-0.39,-0.70000005,-0.5,-0.70000005,-0.69,-0.09999997,-0.6,-0.8000001,-0.5,-0.39999995,-0.6,-0.5,-0.3,-0.5,-0.69,-0.4,-0.5,-0.2999999,-0.4,-0.29999992
-0.09999997,-0.47999993,-0.5,-0.45999995,-0.29999995,-0.47999987,-0.45999995,-0.5999999,-0.32,-0.35999987,-0.53999996,-0.47999993,-0.32,-0.70000005,-0.42,-0.3,-0.33999997,-0.32999992,-0.2,-0.4999999
-0.32,-0.3,-0.3,-0.4,-0.62,-0.70000005,-0.5,-0.6,-0.3,-0.6,-0.4,-0.3,-0.3,-0.3,-0.32,-0.2,-0.4,-0.8000001,-0.3,-0.8000001
-0.8500001,-0.8000001,-0.3,-0.5,-0.65000004,-0.70000005,-0.8000001,-0.8000001,-0.1,-0.6,-0.5,-0.6,-0.2,-0.4,-0.55,-0.5,-0.4,-0.6,-0.5,-0.8000001
-0.68,-0.5,-0.4,-0.5,-0.38,-0.8,-0.2,-0.4,-0.5,-0.58,-0.5,-0.70000005,-0.3,-0.4,-0.58,-0.5,-0.6,-0.7,-0.2,-0.49999997
-0.41000003,-0.35000002,-0.5500001,-0.35000002,-0.50000006,-0.45000005,-0.17999998,-0.35000002,-0.41000003,-0.35000002,-0.42000005,-0.31000003,-0.43,-0.5500001,-0.1,-0.23999996,-0.36,-0.35000002,-0.28,-0.25
-0.52,-0.70000005,-0.6,-0.4,-0.62,-0.8000001,-0.3,-0.5,-0.6,-0.70000005,-0.5,-0.70000005,-0.3,-0.5,-0.32,-0.4,-0.4,-0.9000001,-0.3,-0.5
-0.54,-0.70000005,-0.3,-0.8000001,-0.24000001,-0.6,-0.4,-0.5,-0.5,-0.5,-0.70000005,-0.5,-0.4,-0.6,-0.24000001,-0.6,-0.5,-0.5,-0.1,-0.5
-0.5799999,-0.6000001,-0.17999996,-0.58,-0.29999992,-0.80000013,-0.58,-0.4999999,-0.35999995,-0.4999999,-0.84000003,-0.29999992,-0.42,-0.09999996,-0.17999995,-0.33999997,-0.43999997,-0.59999996,-0.4,-0.4999999
-0.6,-0.6700001,-0.4399999,-0.43999997,-0.5899999,-0.44999993,-0.8800002,-0.26999998,-0.8400001,-0.24999991,-0.95000017,-0.70000005,-0.34,-0.41999993,-0.48999998,-0.47,-0.65000004,-0.65000004,-0.09999994,-0.32999992
-0.82000005,-0.6,-0.4,-0.8000001,0.19000003,-0.35999995,-0.70000005,-0.70000005,-0.5,-0.70000005,-0.6,-0.8000001,-0.3,-0.4,-0.52,-0.4,-0.5,-0.34,-0.3,-0.70000005
-0.52,-0.8000001,-0.4,-0.70000005,-0.42,-0.8000001,-0.70000005,-0.6,-0.2,-0.70000005,-0.70000005,-0.70000005,-0.4,-0.4,-0.42,-0.5,-0.5,-0.63000005,-0.2,-0.6
-0.42,-0.5,-0.3,-0.3,-0.32,-0.6,-0.5,-0.4,-0.5,-0.6,-0.5,-0.5,-0.4,-0.4,-0.32,-0.5,-0.5,-0.42,-0.4,-0.5
-0.55,-0.70000005,-0.33999997,-0.4,0.010000072,-0.3799999,-0.6,-0.43999997,-0.42,-0.3199999,-0.9000001,-0.8000001,-0.5,-0.5,-0.37,-0.5,-0.22,-0.42999998,0.020000026,-0.43999997
-0.9500001,-0.9000001,-0.09999994,-0.82000005,-0.53000003,-0.54999995,-0.6,-0.7200001,-0.70000005,-0.40999997,-0.70000005,-0.62,-0.3,-0.37999994,-0.45,-0.5,-0.70000005,-0.54999995,0.20000002,-0.43
-0.48999998,-0.70000005,-0.5,-0.6,-0.29,-0.6,-0.5,-0.70000005,-0.6,-0.70000005,-0.6,-0.70000005,-0.5,-0.6,-0.48999998,-0.6,-0.70000005,-0.42,-0.2,-0.70000005
-0.62,-0.70000005,-0.4,-0.4,-0.32,-0.5,-0.6,-0.5,-0.4,-0.5,-0.5,-0.5,-0.2,-0.5,-0.62,-0.6,-0.4,-0.70000005,-0.3,-0.9000001
-0.77000004,-0.6299998,-0.039999656,-1.0000004,0.32999942,-0.15999953,-1.3200003,-1.0200002,-1.1600001,0.120000504,-1.3700002,-0.9200001,-0.26,-0.29999983,-0.79,-0.7099999,-0.73,-0.109999694,0.49000007,-0.21999969
-0.32,-0.70000005,-0.5,-0.4,-0.22,-0.8000001,-0.70000005,-0.70000005,-0.5,-0.8000001,-0.5,-0.5,-0.6,-0.5,-0.32,-0.5,-0.5,-0.54,-0.3,-0.70000005
-0.48999998,-0.4,-0.3,-0.6,-0.29,-0.29999992,-0.4,-0.4,-0.4,-0.46,-0.5,-0.4,-0.5,-0.4,-0.29,-0.5,-0.4,-0.49999997,-0.2,-0.19999993
-0.52,-0.6,-0.4,-0.4,-0.52,-0.6,-0.4,-0.8000001,-0.3,-0.6,-0.5,-0.6,-0.3,-0.5,-0.62,-0.70000005,-0.4,-0.70000005,-0.2,-0.70000005
-0.51,-0.7200001,7.450581e-09,-0.8000001,-0.26999998,-0.49999997,-0.70000005,-0.7200001,-0.3,-0.29999998,-0.6,-0.68,-0.4,-0.26,-0.61,-0.5,-0.6,-0.6000001,-0.26,-0.6000001
-0.32999998,-0.45000017,-0.24999994,-0.38999996,-0.29999992,-0.50000006,-0.70000005,-0.21999994,-0.37999994,-0.50000006,-0.67,-0.28999993,-0.32,-0.3799999,-0.31999996,-0.57,-0.65000004,-0.29999992,-0.08999999,-0.12999994
-0.39,-0.5,-0.3,-0.6,-0.48999998,-0.55,-0.4,-0.5,-0.3,-0.55,-0.6,-0.5,-0.4,-0.4,-0.39,-0.3,-0.4,-0.65,-0.3,-0.25
-0.32,-0.5,-0.2,-0.5,-0.52,-0.6,-0.5,-0.8000001,-0.3,-0.6,-0.4,-0.4,-0.2,-0.4,-0.62,-0.5,-0.4,-0.63000005,-0.1,-0.70000005
-0.42,-0.6,-0.4,-0.6,-0.42,-0.7000001,-0.5,-0.6,-0.6,-0.54,-0.5,-0.5,-0.4,-0.5,-0.42,-0.4,-0.5,-0.7000001,-0.4,-0.6000001
-0.39999992,-0.29999992,2.9802322e-08,-0.4999999,-0.4199999,-0.5999999,-0.47999993,-0.4999999,-0.35999995,-0.4999999,-0.53999996,-0.29999992,-0.32,-0.19999996,-0.27999994,-0.33999997,-0.62,-0.5999999,-0.43999997,-0.5999999
-0.30999994,-0.45,-0.37,-0.7700003,7.450581e-09,-0.23999986,-0.6900002,-0.32999995,-0.5300001,-0.34999985,-0.5500001,-0.7300001,-0.4,-0.51000005,-0.24000001,-0.4700001,-0.44000006,-0.30999994,-0.19000003,-0.049999923
-0.46999997,-0.81000006,-0.32999992,-0.7800001,0.13999999,0.08000001,-0.8900001,-0.25,-0.52000004,-0.22999996,-0.9000001,-0.59000003,-0.54,-0.7800001,-0.48999998,-0.8800001,-0.58000004,0.36,-0.44,-0.25999996
-0.42,-0.6,-0.6,-0.4,-0.72,-0.70000005,-0.6,-0.6,-0.4,-0.6,-0.6,-0.5,-0.4,-0.4,-0.42,-0.4,-0.2,-0.63000005,-0.3,-0.6
-0.65000004,-0.5,-0.6,-0.5,-0.8500001,-0.8000001,-0.8000001,-0.9000001,-0.3,-0.32,-0.5,-0.6,-0.2,-0.6,-0.55,-0.3,-0.4,-0.8000001,-0.3,-0.39999998
-0.38,-0.70000005,-0.11999999,-0.54999995,-0.009999953,-0.4399998,-0.6,-0.25999996,-0.6,-0.8700001,-0.64,-0.76,-0.4,-0.5299999,-0.22999999,-0.43999997,-0.42,-0.3999999,-0.23999998,-0.39999992
-0.45,-0.8000001,-0.33999997,-0.70000005,-0.42999992,-0.67999995,-0.5,-0.84000003,-0.32,-0.4999999,-0.5,-0.70000005,-0.4,-0.4,-0.26999998,-0.4,-0.22,-0.6999999,-0.17999996,-0.74
-0.22999999,-0.70000005,-0.5,-0.4,-0.53,-0.5,-0.4,-0.70000005,-0.4,-0.5,-0.5,-0.6,-0.4,-0.4,-0.42999998,-0.4,-0.3,-0.64000005,-0.3,-0.6
-0.79,-0.5,-0.4,-0.6,-0.69,-0.70000005,-0.6,-0.5,-0.5,-0.70000005,-0.70000005,-0.8000001,-0.4,-0.3,-0.39,-0.4,-0.5,-0.44,-0.3,-0.5
-0.32999998,-0.3,-0.2,-0.5,-0.53,-0.8000001,-0.4,-0.5,-0.5,-0.8000001,-0.4,-0.5,-0.3,-0.4,-0.42999998,-0.5,-0.4,-0.9000001,-0.3,-0.6
-0.32,-0.5,-0.3,-0.5,-0.62,-0.4,-0.5,-0.6,-0.6,-0.70000005,-0.70000005,-0.70000005,-0.2,-0.6,-0.42,-0.5,-0.8000001,-0.70000005,-0.6,-0.4
-0.35999998,-0.5,-0.33999997,-0.5,-0.3399999,-0.68,-0.5,-0.53999996,-0.32,-0.29999992,-0.5,-0.5,-0.4,-0.6,-0.28,-0.4,-0.32,-0.4999999,-0.07999996,-0.53999996
-0.65000004,-0.70000005,-0.2,-0.5,-0.65000004,-0.5,-0.4,-0.6,-0.4,-0.6,-0.5,-0.3,-0.4,-0.4,-0.55,-0.4,-0.5,-0.5,-0.2,-0.4
-0.59999996,-0.70000005,-0.3,-0.52,-0.32999998,-0.30999994,-0.8000001,-0.53999996,-0.5,-0.4999999,-0.70000005,-0.8000001,-0.4,-0.4,-0.66,-0.6,-0.5,-0.3399999,-0.5,-0.39999992
-0.53,-0.70000005,-0.4,-0.5,-0.32999998,-0.8000001,-0.3,-0.6,-0.5,-0.6,-0.4,-0.6,-0.4,-0.5,-0.32999998,-0.5,-0.5,-0.7200001,-0.3,-0.70000005
-0.41,-0.70000005,-0.5,-0.68,-0.42,-0.30999997,-0.8000001,-0.76000005,-0.5,-0.70000005,-0.8000001,-0.6,-0.6,-0.5,-0.45,-0.5,-0.4,-0.33999997,-0.3,-0.80000013
0.40000263,0.5200012,-1.6800005,-0.11999754,-1.860002,0.59,-0.10999824,-0.019998081,-0.14999986,0.16000217,0.32000184,-0.039997824,-0.5499998,-1.0300021,-0.9000006,-0.8399996,0.6999975,0.5100008,-1.3000002,0.6200013
-0.37999997,-0.5399999,0.10000004,-0.6599999,-0.1399999,-0.39999986,-0.4199999,-0.35999984,-0.05999992,-0.56,-0.6999999,-0.4399999,-0.09999996,-0.15999985,-0.25999996,-0.27999988,-0.64,-0.39999986,0.24000007,-0.52
-0.63,-0.5,-0.5,-0.5,-0.42999998,-0.70000005,-0.6,-0.4,-0.5,-0.5,-0.6,-0.6,-0.4,-0.5,-0.32999998,-0.5,-0.5,-0.63000005,-0.3,-0.4
-0.73,-0.8000001,-0.2,-0.70000005,-0.25,-0.5500001,-1.0000001,-0.9000001,-0.2,-0.49000007,-0.70000005,-0.70000005,-0.2,-0.3,-0.42999998,-0.4,-0.5,-0.5500001,-0.3,-0.8000001
-0.55,-0.5,-0.5,-0.5,-0.25,-0.6,-0.5,-0.5,-0.4,-0.6,-0.5,-0.6,-0.3,-0.6,-0.35,-0.4,-0.6,-0.6,-0.3,-0.3
-0.59,-0.4,-0.3,-0.5,-0.48999998,-0.70000005,-0.5,-0.5,-0.4,-0.4,-0.4,-0.5,-0.3,-0.3,-0.48999998,-0.5,-0.5,-0.63000005,-0.5,-0.70000005
-0.34999993,-0.74000007,-0.42999995,-0.4899999,-0.16,-0.44999993,-0.48999992,-0.44999993,-0.44999996,-0.82000023,-0.74000007,-0.9400001,-0.34999996,-0.28999993,-0.39999998,-0.36999995,-0.56999993,-0.34999993,-0.22999999,-0.44999993
-0.34999973,-0.77000004,0.52000004,-0.64,0.39000005,0.22000036,-0.5600001,-0.87000006,-0.21999985,-0.3999995,-1.3500004,-1.0700002,-0.67,0.18000013,-0.63999987,-0.54999995,-0.4999999,0.3400005,-0.6,-0.28999966
0.019999992,-0.34999987,-0.19999996,-0.4399999,-0.3699999,-0.30999982,-0.47999996,-0.18,-0.39999998,-0.2999998,-0.48999995,-0.3599999,-0.35,-0.3299999,-0.32999995,-0.59,-0.29,-0.2799999,-0.15,-0.19999987
-0.29999998,-0.39999992,-0.39999992,-0.46999997,-0.10999995,-0.019999936,-0.64,-0.45999995,-0.5,-0.35,-0.43999997,-0.68000007,-0.42,-0.39999992,-0.52,-0.53999996,-0.43999997,-0.16999987,-0.5,-0.24999994
-0.42,-0.6,-0.3,-0.6,-0.32,-0.70000005,-0.6,-0.70000005,-0.5,-0.6,-0.5,-0.4,-0.4,-0.3,-0.32,-0.6,-0.5,-0.8000001,-0.2,-0.6
-0.54,-0.6,-0.3,-0.4,-0.34,-0.9000001,-0.6,-0.5,-0.5,-0.70000005,-0.5,-0.5,-0.6,-0.4,-0.54,-0.70000005,-0.5,-0.9000001,-0.2,-0.5
-0.56000006,-0.60000014,0.2600001,-0.60000014,1.2665987e-07,-0.35999972,-0.71999997,-0.5399999,-0.21999994,-0.25999975,-0.5199999,-0.57999986,-0.32,-0.27999985,-0.33999988,-0.68000007,-0.37999994,-0.07999987,0.18000004,-0.74
-0.32,-0.6,-0.4,-0.70000005,-0.42,-0.8000001,-0.4,-0.6,-0.2,-0.6,-0.6,-0.6,-0.3,-0.4,-0.42,-0.3,-0.5,-0.8000001,-0.2,-0.70000005
-0.35,-0.6,-0.5,-0.6,-0.35,-0.35,-0.3,-0.6,-0.4,-0.5900001,-0.4,-0.5,-0.3,-0.5,-0.35,-0.4,-0.4,-0.35,-0.3,-0.15
-0.64000005,-0.5,-0.5,-0.4,-0.64000005,-0.6,-0.6,-0.5,-0.1,-0.70000005,-0.3,-0.4,-0.3,-0.4,-0.34,-0.4,-0.3,-0.70000005,-0.4,-0.70000005
-0.40999997,-0.7500001,-0.5,-0.68000007,-0.16999994,-0.38000014,-0.8800002,-0.7100001,-0.59000003,-0.47000015,-0.74000007,-0.5900001,-0.5,-0.48000008,-0.49,-0.35000002,-0.25000003,-0.41000012,-0.5,-0.60000014
-0.44,-0.5,-0.33999997,-0.6,-0.62,-0.5799999,-0.5,-0.43999997,-0.32,-0.39999992,-0.6,-0.5,-0.4,-0.4,-0.35999998,-0.3,-0.32,-0.6999999,-0.07999996,-0.64
-0.62,-0.64,-0.29999992,-0.9000001,-0.3199999,-0.6,-0.8000001,-0.64,-0.6,-0.72,-0.8000001,-0.82000005,-0.4,-0.09999996,-0.52,-0.6,-0.70000005,-0.39999983,-0.079999976,-0.29999992
-0.5199999,-0.4399999,-0.09999994,-0.39999992,-0.3999999,-0.55999994,-0.65999997,-0.59999996,-0.07999996,-0.5199999,-0.37999994,-0.23999992,-0.32,-0.29999992,-0.55999994,-0.43999997,-0.43999997,-0.39999983,-0.15999997,-0.45999995
-0.40999997,-0.6500001,-0.35000002,-0.57000005,-0.7100001,-0.6,-0.66,-0.55,-0.15000004,-0.39999998,-0.59000003,-0.6500001,-0.19000003,-0.45000005,-0.18,-0.15000004,-0.059999995,-0.6,-0.15000004,-0.29999998
-0.44,-0.6,-0.3,-0.6,-0.44,-0.6,-0.5,-0.6,-0.6,-0.5,-0.5,-0.5,-0.4,-0.5,-0.44,-0.5,-0.5,-0.70000005,-0.2,-0.5
-0.34,-0.5,-0.2,-0.4,-0.54,-0.6,-0.6,-0.4,-0.2,-0.6,-0.4,-0.3,-0.3,-0.3,-0.54,-0.5,-0.3,-0.8000001,-0.2,-0.5
-0.32,-0.6,-0.5,-0.5,-0.22,-0.70000005,-0.5,-0.5,-0.4,-0.6,-0.5,-0.6,-0.3,-0.5,-0.32,-0.5,-0.70000005,-0.62000006,-0.2,-0.70000005
-0.39,-0.5,-0.3,-0.6,-0.29,-0.6,-0.6,-0.4,-0.4,-0.70000005,-0.6,-0.6,-0.4,-0.4,-0.29,-0.5,-0.5,-0.70000005,-0.2,-0.4
-0.54,-0.5,-0.38,-0.6,-0.39999998,-0.56,-0.9000001,-0.58,-0.54,-0.39999998,-0.3,-0.5,-0.4,-0.4,-0.48,-0.5,-0.54,-0.7000001,-0.059999995,-0.68
-0.52,-0.8000001,-0.6,-0.70000005,-0.42,-0.70000005,-0.5,-0.5,-0.5,-0.6,-0.5,-0.8000001,-0.5,-0.6,-0.42,-0.70000005,-0.70000005,-0.6,-0.6,-0.70000005
-0.62,-0.6,-0.43999997,-0.70000005,-0.19999997,-0.78000003,-0.5,-0.43999997,-0.42,-0.39999992,-0.5,-0.8000001,-0.3,-0.8000001,-0.23999998,-0.6,-0.52,-0.39999995,-0.07999996,-0.53999996
-0.54,-0.6,-0.4,-0.6,-0.64000005,-0.6,-0.5,-0.70000005,-0.5,-0.5,-0.6,-0.6,-0.4,-0.3,-0.54,-0.5,-0.6,-0.8000001,-0.4,-0.70000005
-0.28,-0.6,-0.70000005,-0.6,-0.68,-0.85000014,-0.5,-0.70000005,-0.2,-0.7700001,-0.3,-0.4,-0.3,-0.4,-0.28,-0.3,-0.2,-0.85000014,-0.5,-0.5500001
-0.32,-0.70000005,-0.6,-0.5,-0.32,-0.70000005,-0.70000005,-0.8000001,-0.70000005,-0.8000001,-0.70000005,-0.6,-0.5,-0.6,-0.32,-0.4,-0.6,-0.44,-0.3,-0.8000001
-0.22,-0.46,-0.15000004,-0.4,-0.27,-0.45000005,-0.4,-0.6600001,-0.5,-0.35000002,-0.5,-0.43,-0.4,-0.15000004,-0.52,-0.6,-0.4,-0.6500001,-0.22000003,-0.45000005
-0.44,-0.7000001,-0.6000001,-0.64000005,-0.37999997,-0.7000001,-0.56,-0.7000001,-0.56,-0.7000001,-0.76000005,-0.80000013,-0.58,-0.50000006,-0.53999996,-0.33999997,-0.68,-0.80000013,-0.39999995,-0.7000001
-0.42,-0.6,-0.4,-0.5,-0.72,-0.70000005,-0.3,-0.70000005,-0.5,-0.70000005,-0.5,-0.70000005,-0.5,-0.6,-0.42,-0.5,-0.3,-0.7300001,-0.5,-0.9000001
